,BlockAddress,City,Complaint_ID,CrimeDescription,CrimeStatus,Crime_ID,District,Latitude,LevelofOffense,Longitude,NumOfActors,NumOfVictims,Premises,ReportDate,State,Timestamp
8987," Civil Lines, Gujranwala",Gujranwala,,Rape,ATTEMPTED,3352.0,District Gujranwala,32.1578455,VIOLATION,74.1878455,4,7,STREET,12/1/2014,PUNJAB,12/1/2014 4:42:58
8988," Block R (PGECHS), Lahore",Lahore ,,Homicide,COMPLETED,3355.0,District Lahore,31.57242,FELONY,74.37242,9,6,RESIDENCE,11/11/2011,PUNJAB,11/11/2011 23:45:38
8989," Shah Khalid Town Road, Ferozewala",Gujranwala,,Theft,ATTEMPTED,3357.0,District Gujranwala,32.1564545,VIOLATION,74.1864545,7,6,MALL,12/16/2011,PUNJAB,12/16/2011 3:25:43
8990," Main Bazar Peoples Colony, Ferozewala",Gujranwala,,Robbery,COMPLETED,3359.0,District Gujranwala,32.1592885,VIOLATION,74.1892885,1,10,HOTEL/MOTEL,1/5/2011,PUNJAB,1/5/2011 5:21:28
8991," Mohalla Darzian, Lahore",Lahore ,,Robbery,ATTEMPTED,3363.0,District Lahore,31.55574,FELONY,74.35574,10,10,OTHER,1/23/2011,PUNJAB,1/23/2011 2:19:06
8992," Jalil Town, Gujranwala",Gujranwala,,Theft,COMPLETED,3366.0,District Gujranwala,32.1559475,VIOLATION,74.1859475,4,10,SCHOOL,4/18/2014,PUNJAB,4/18/2014 21:02:46
8993," Dhani Ram Road, Lahore",Lahore ,,Kidnapping,COMPLETED,3370.0,District Lahore,31.53894,FELONY,74.33894,4,12,HOSPITAL/CLINIC,1/20/2011,PUNJAB,1/20/2011 15:02:23
8994," Al-Hafiz Town, Lahore",Lahore ,,Burglury,ATTEMPTED,3376.0,District Lahore,31.59192,VIOLATION,74.39192,3,6,GYM/FITNESS FACILITY,2/1/2012,PUNJAB,2/1/2012 2:41:05
8995," Sabzazar, Lahore",Lahore ,,Theft,COMPLETED,3383.0,District Lahore,31.57128,VIOLATION,74.37128,4,12,RESIDENCE,8/3/2014,PUNJAB,8/3/2014 17:41:15
8996," Empress Road, Lahore",Lahore ,,Kidnapping,ATTEMPTED,3391.0,District Lahore,31.52352,FELONY,74.32352,2,7,STREET,11/28/2015,PUNJAB,11/28/2015 7:50:27
8997," Ansari Road, Lahore",Lahore ,,Child Abuse,COMPLETED,3393.0,District Lahore,31.58442,VIOLATION,74.38442,8,2,SCHOOL,11/2/2015,PUNJAB,11/2/2015 9:25:07
8998," Crust Road, Lahore",Lahore ,,Kidnapping,COMPLETED,3394.0,District Lahore,31.54848,VIOLATION,74.34848,6,7,RESTAURANT/DINER,4/8/2015,PUNJAB,4/8/2015 18:05:23
8999," Gujna Bazar, Gujranwala",Gujranwala,,Corruption and Bribery,COMPLETED,3402.0,District Gujranwala,32.1520345,MISDMEANOR,74.1820345,2,12,PARK/PLAYGROUND,8/27/2013,PUNJAB,8/27/2013 15:24:54
9000," H# B 5, 278 Service Road, Rawalpindi 46000",Islamabad,,Rape,COMPLETED,3404.0,District Islamabad,33.692,VIOLATION,72.222,4,7,RESTAURANT/DINER,3/10/2012,PUNJAB,3/10/2012 11:23:26
9001," 11 Street 41, Islamabad",Islamabad,,Vandalism,COMPLETED,3418.0,District Islamabad,33.6078,MISDEMEANOR,72.1378,10,6,GYM/FITNESS FACILITY,9/19/2012,PUNJAB,9/19/2012 14:39:28
9002," P.S.S Hospital Road, Lahore",Lahore ,,Theft,ATTEMPTED,3420.0,District Lahore,31.51008,MISDMEANOR,74.31008,4,12,BANK,12/22/2012,PUNJAB,12/22/2012 13:08:14
9003," Rachna Town, Ferozewala",Gujranwala,,Theft,ATTEMPTED,3421.0,District Gujranwala,32.151079,VIOLATION,74.181079,8,4,SUPERMARKET/STORE,10/22/2014,PUNJAB,10/22/2014 20:31:14
9004," Ismail Nagar, Lahore",Lahore ,,Mugging,ATTEMPTED,3422.0,District Lahore,31.5846,VIOLATION,74.3846,2,6,HOTEL/MOTEL,3/27/2013,PUNJAB,3/27/2013 12:40:42
9005," 27 Badami Bagh Road, Lahore",Lahore ,,Assault,ATTEMPTED,3423.0,District Lahore,31.56402,FELONY,74.36402,6,3,RAILWAY STATION,11/20/2015,PUNJAB,11/20/2015 5:27:07
9006," Dopatta Gali, Lahore",Lahore ,,Kidnapping,ATTEMPTED,3424.0,District Lahore,31.58556,FELONY,74.38556,10,10,PUBLIC TRANSPORT,1/6/2014,PUNJAB,1/6/2014 16:05:35
9007," 7th Road, Rawalpindi",Islamabad,,Narcotics,COMPLETED,3427.0,District Islamabad,33.6584,VIOLATION,72.1884,9,7,CONSTRUCTION SITE,8/19/2011,PUNJAB,8/19/2011 6:50:20
9008," Satellite Town Market, Gujranwala",Gujranwala,,Assault,ATTEMPTED,3428.0,District Gujranwala,32.1503965,Invalid character class first,74.1803965,6,8,RELIGIOUS PLACE,8/4/2013,PUNJAB,8/4/2013 4:49:15
9009," 339-B Punjab University Employees Housing Scheme, Lahore",Lahore ,,Assault,ATTEMPTED,3431.0,District Lahore,31.52838,MISDMEANOR,74.32838,3,12,RELIGIOUS PLACE,3/6/2015,PUNJAB,3/6/2015 20:38:19
9010," Gali 46, Islamabad",Islamabad,,Car stolen,COMPLETED,3434.0,District Islamabad,33.5786,MISDEMEANOR,72.1086,8,7,BUS STOP,2/4/2011,PUNJAB,2/4/2011 20:47:30
9011," Main Bazar Ali Park, Ferozewala",Gujranwala,,Mugging,ATTEMPTED,3435.0,District Gujranwala,32.158593,VIOLATION,74.188593,4,3,BUS STOP,4/16/2011,PUNJAB,4/16/2011 20:00:44
9012," Kibria Town, Lahore",Lahore ,,Narcotics,COMPLETED,3437.0,District Lahore,31.5198,FELONY,74.3198,2,7,PUBLIC BUILDING,1/11/2014,PUNJAB,1/11/2014 13:30:26
9013," Chaklala Scheme 2, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,3438.0,District Islamabad,33.54,VIOLATION,72.07,1,10,RESTAURANT/DINER,1/3/2012,PUNJAB,1/3/2012 6:37:22
9014," Nazir Street, Lahore",Lahore ,,Robbery,ATTEMPTED,3440.0,District Lahore,31.56564,FELONY,74.36564,8,7,BANK,7/19/2012,PUNJAB,7/19/2012 17:21:43
9015," School Road, Islamabad",Islamabad,,Homicide,ATTEMPTED,3445.0,District Islamabad,33.7052,FELONY,72.2352,1,9,PARKING LOT/GARAGE,7/23/2014,PUNJAB,7/23/2014 4:33:51
9016," Umer Street, Gujranwala",Gujranwala,,Homicide,ATTEMPTED,3448.0,District Gujranwala,32.1503835,MISDEMEANOR,74.1803835,9,5,BANK,7/19/2012,PUNJAB,7/19/2012 9:51:54
9017," Sector A2, Lahore",Lahore ,,Vandalism,ATTEMPTED,3450.0,District Lahore,31.56774,MISDMEANOR,74.36774,6,3,PETROL PUMP,9/13/2013,PUNJAB,9/13/2013 12:02:26
9018," Gujranwala Lahore Bypass Rd, Gujranwala",Gujranwala,,Mugging,COMPLETED,3451.0,District Gujranwala,32.1519695,MISDEMEANOR,74.1819695,6,9,PARK/PLAYGROUND,11/20/2013,PUNJAB,11/20/2013 23:30:02
9019," 117 A Lane 6, Lahore",Lahore ,,Assault,COMPLETED,3463.0,District Lahore,31.52166,VIOLATION,74.32166,9,4,PUBLIC BUILDING,2/4/2011,PUNJAB,2/4/2011 8:01:30
9020," Old Town, Gujranwala",Gujranwala,,Robbery,ATTEMPTED,3466.0,District Gujranwala,32.159321,MISDEMEANOR,74.189321,10,7,HOTEL/MOTEL,1/13/2012,PUNJAB,1/13/2012 1:35:53
9021," Street Number 7, Islamabad",Islamabad,,Mugging,COMPLETED,3470.0,District Islamabad,33.6458,FELONY,72.1758,9,4,BUS STOP,9/8/2015,PUNJAB,9/8/2015 17:58:41
9022," Street 787, Islamabad",Islamabad,,Mugging,ATTEMPTED,3471.0,District Islamabad,33.5936,MISDEMEANOR,72.1236,5,8,MALL,2/7/2013,PUNJAB,2/7/2013 9:06:45
9023," Sector B-1, Lahore",Lahore ,,Vandalism,COMPLETED,3475.0,District Lahore,31.59456,MISDMEANOR,74.39456,6,4,PETROL PUMP,1/6/2011,PUNJAB,1/6/2011 18:54:04
9024," Agha Avenue, Lahore",Lahore ,,Burglury,ATTEMPTED,3476.0,District Lahore,31.53948,FELONY,74.33948,7,1,PARK/PLAYGROUND,8/14/2014,PUNJAB,8/14/2014 3:42:18
9025," Street Number 4, Gujranwala",Gujranwala,,Rape,ATTEMPTED,3478.0,District Gujranwala,32.1502015,VIOLATION,74.1802015,5,12,RESIDENCE,11/20/2012,PUNJAB,11/20/2012 20:11:17
9026," Sadiq Colony, Gujranwala",Gujranwala,,Car stolen,ATTEMPTED,3481.0,District Gujranwala,32.1553105,MISDMEANOR,74.1853105,10,12,FACTORY/WAREHOUSE,12/6/2015,PUNJAB,12/6/2015 3:46:13
9027," Block A4, Lahore",Lahore ,,Corruption and Bribery,COMPLETED,3482.0,District Lahore,31.51932,VIOLATION,74.31932,3,12,SCHOOL,4/17/2011,PUNJAB,4/17/2011 9:41:35
9028," G Block, Lahore",Lahore ,,Car stolen,COMPLETED,3483.0,District Lahore,31.5783,VIOLATION,74.3783,10,12,RELIGIOUS PLACE,2/20/2013,PUNJAB,2/20/2013 7:18:48
9029," Khayaban-E-Kareem Road, Lahore",Lahore ,,Narcotics,COMPLETED,3484.0,District Lahore,31.53744,VIOLATION,74.33744,10,6,PARKING LOT/GARAGE,9/22/2012,PUNJAB,9/22/2012 4:33:30
9030," Naya Mohalla, Rawalpindi",Islamabad,,Theft,COMPLETED,3486.0,District Islamabad,33.6674,MISDEMEANOR,72.1974,5,12,AIRPORT,2/11/2012,PUNJAB,2/11/2012 21:40:56
9031," Mehar Street, Ferozewala",Gujranwala,,Robbery,ATTEMPTED,3490.0,District Gujranwala,32.152938,MISDEMEANOR,74.182938,6,5,HIGHWAY,1/12/2015,PUNJAB,1/12/2015 4:51:41
9032," Model Town Square, Gujranwala",Gujranwala,,Theft,COMPLETED,3491.0,District Gujranwala,32.1586775,MISDMEANOR,74.1886775,5,6,PARK/PLAYGROUND,2/23/2012,PUNJAB,2/23/2012 20:08:38
9033," Sector H, Lahore",Lahore ,,Vandalism,COMPLETED,3492.0,District Lahore,31.51644,VIOLATION,74.31644,3,5,PUBLIC BUILDING,2/9/2012,PUNJAB,2/9/2012 0:58:58
9034," Street 1, Gujranwala",Gujranwala,,Burglury,COMPLETED,3493.0,District Gujranwala,32.152444,FELONY,74.182444,7,8,PUBLIC BUILDING,1/27/2012,PUNJAB,1/27/2012 0:21:57
9035," 39 Ahmed Block, Lahore",Lahore ,,Assault,ATTEMPTED,3496.0,District Lahore,31.50822,FELONY,74.30822,10,4,RESIDENCE,1/16/2012,PUNJAB,1/16/2012 13:42:22
9036," G-8/1, Islamabad",Islamabad,,Car stolen,ATTEMPTED,3499.0,District Islamabad,33.5032,MISDEMEANOR,72.0332,2,7,RAILWAY STATION,6/13/2013,PUNJAB,6/13/2013 10:15:46
9037," Bahria Safari Valley, Rawalpindi",Islamabad,,Narcotics,COMPLETED,3501.0,District Islamabad,33.6822,FELONY,72.2122,7,12,OTHER,4/27/2011,PUNJAB,4/27/2011 5:15:52
9038," General Bus Stand Road, Gujranwala",Gujranwala,,Theft,COMPLETED,3504.0,District Gujranwala,32.1574555,FELONY,74.1874555,6,9,BRIDGE,10/12/2013,PUNJAB,10/12/2013 13:34:55
9039," Phase-II, Lahore",Lahore ,,Theft,COMPLETED,3507.0,District Lahore,31.56498,FELONY,74.36498,3,10,STREET,3/14/2012,PUNJAB,3/14/2012 14:11:15
9040," Sheikhpura Rd, Gujranwala",Gujranwala,,Rape,COMPLETED,3510.0,District Gujranwala,32.154784,VIOLATION,74.184784,1,3,STREET,12/5/2014,PUNJAB,12/5/2014 16:39:36
9041," Fatomand, Gujranwala",Gujranwala,,Robbery,COMPLETED,3511.0,District Gujranwala,32.1596915,VIOLATION,74.1896915,3,3,HOSPITAL/CLINIC,7/24/2015,PUNJAB,7/24/2015 19:48:52
9042," 18 bahria expy, Rawalpindi",Islamabad,,Mugging,COMPLETED,3513.0,District Islamabad,33.5938,VIOLATION,72.1238,7,7,CONSTRUCTION SITE,8/25/2011,PUNJAB,8/25/2011 5:55:51
9043," Parao Road, Gujranwala",Gujranwala,,Vandalism,ATTEMPTED,3514.0,District Gujranwala,32.1578975,FELONY,74.1878975,3,10,RESIDENCE,7/2/2013,PUNJAB,7/2/2013 20:58:37
9044," Hardosohal Muslim Road, Ferozewala",Gujranwala,,Vandalism,COMPLETED,3517.0,District Gujranwala,32.1570785,MISDEMEANOR,74.1870785,6,9,BANK,10/21/2012,PUNJAB,10/21/2012 23:19:48
9045," 11 Rose Lane, Lahore",Lahore ,,Assault,ATTEMPTED,3519.0,District Lahore,31.58412,FELONY,74.38412,3,6,ATM,2/3/2014,PUNJAB,2/3/2014 16:30:39
9046," Street 5, Ferozewala",Gujranwala,,Homicide,ATTEMPTED,3521.0,District Gujranwala,32.1540495,VIOLATION,74.1840495,6,10,RAILWAY STATION,11/1/2014,PUNJAB,11/1/2014 2:46:15
9047," Nanak Pura, Rawalpindi",Islamabad,,Theft,COMPLETED,3522.0,District Islamabad,33.6406,MISDEMEANOR,72.1706,3,9,RESTAURANT/DINER,9/20/2014,PUNJAB,9/20/2014 1:06:29
9048," Nila Gumband Rd, Lahore",Lahore ,,Robbery,ATTEMPTED,3523.0,District Lahore,31.53918,VIOLATION,74.33918,1,4,ATM,10/19/2011,PUNJAB,10/19/2011 13:25:47
9049," Central Avenue, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,3524.0,District Islamabad,33.5968,VIOLATION,72.1268,8,4,GYM/FITNESS FACILITY,4/4/2013,PUNJAB,4/4/2013 17:20:58
9050," Circular Road, Gujranwala",Gujranwala,,Vandalism,ATTEMPTED,3525.0,District Gujranwala,32.15897,VIOLATION,74.18897,10,3,OTHER,8/10/2011,PUNJAB,8/10/2011 9:43:58
9051," Chah Miran, Chah Miran Market, Lahore",Lahore ,,Kidnapping,ATTEMPTED,3529.0,District Lahore,31.54662,MISDMEANOR,74.34662,6,12,PETROL PUMP,5/29/2013,PUNJAB,5/29/2013 3:30:37
9052," Sector V, Lahore",Lahore ,,Vandalism,ATTEMPTED,3530.0,District Lahore,31.51902,VIOLATION,74.31902,1,3,SUPERMARKET/STORE,9/15/2013,PUNJAB,9/15/2013 20:58:27
9053," Minhaj Ul Quran University Road, Lahore",Lahore ,,Robbery,COMPLETED,3532.0,District Lahore,31.518,VIOLATION,74.318,8,4,BUS STOP,8/10/2014,PUNJAB,8/10/2014 14:14:11
9054," Unnamed Road, Ferozewala",Gujranwala,,Car stolen,ATTEMPTED,3534.0,District Gujranwala,32.1558565,VIOLATION,74.1858565,4,2,GYM/FITNESS FACILITY,6/1/2013,PUNJAB,6/1/2013 5:13:14
9055," Ewing Road, Lahore",Lahore ,,Kidnapping,COMPLETED,3535.0,District Lahore,31.5765,VIOLATION,74.3765,5,3,STREET,3/30/2013,PUNJAB,3/30/2013 2:22:36
9056," Main Bazar Ali Park, Ferozewala",Gujranwala,,Corruption and Bribery,ATTEMPTED,3537.0,District Gujranwala,32.1512415,MISDMEANOR,74.1812415,8,8,MALL,2/5/2013,PUNJAB,2/5/2013 9:56:21
9057," Session Court Road, Gujranwala",Gujranwala,,Car stolen,ATTEMPTED,3538.0,District Gujranwala,32.152522,MISDMEANOR,74.182522,2,9,MALL,6/12/2012,PUNJAB,6/12/2012 22:04:30
9058," Lari Ada Road, Lahore",Lahore ,,Narcotics,COMPLETED,3541.0,District Lahore,31.57368,MISDMEANOR,74.37368,1,5,SUPERMARKET/STORE,6/19/2011,PUNJAB,6/19/2011 9:36:38
9059," N5, Ferozewala",Gujranwala,,Assault,COMPLETED,3543.0,District Gujranwala,32.157904,Invalid character class first,74.187904,8,11,AIRPORT,7/29/2015,PUNJAB,7/29/2015 16:27:40
9060," Main Bazar No. 2, Lahore 54840",Lahore ,,Rape,COMPLETED,3547.0,District Lahore,31.57812,VIOLATION,74.37812,9,12,FACTORY/WAREHOUSE,1/17/2014,PUNJAB,1/17/2014 1:16:06
9061," Ehtsham Colony, Gujranwala",Gujranwala,,Theft,COMPLETED,3550.0,District Gujranwala,32.151885,FELONY,74.181885,4,6,GYM/FITNESS FACILITY,3/4/2011,PUNJAB,3/4/2011 9:21:43
9062," Hill Road, Islamabad",Islamabad,,Car stolen,ATTEMPTED,3553.0,District Islamabad,33.6582,MISDEMEANOR,72.1882,9,4,ATM,9/11/2014,PUNJAB,9/11/2014 5:53:53
9063," Pukki Thatthi, Lahore",Lahore ,,Theft,ATTEMPTED,3555.0,District Lahore,31.55706,MISDMEANOR,74.35706,10,2,GYM/FITNESS FACILITY,1/14/2011,PUNJAB,1/14/2011 3:42:26
9064," Sir Syed Ali Road, Main Market Satellite Town, Gujranwala",Gujranwala,,Narcotics,ATTEMPTED,3557.0,District Gujranwala,32.158008,VIOLATION,74.188008,1,8,AIRPORT,1/24/2015,PUNJAB,1/24/2015 18:17:35
9065, Ferozewala,Gujranwala,,Rape,COMPLETED,3559.0,District Gujranwala,32.152821,VIOLATION,74.182821,9,9,SUPERMARKET/STORE,3/20/2012,PUNJAB,3/20/2012 17:25:39
9066," Over Head Bridge, Gujranwala",Gujranwala,,Robbery,ATTEMPTED,3561.0,District Gujranwala,32.15754,MISDEMEANOR,74.18754,3,8,RESTAURANT/DINER,7/13/2011,PUNJAB,7/13/2011 12:18:24
9067," Baghwala, Gujranwala",Gujranwala,,Kidnapping,ATTEMPTED,3562.0,District Gujranwala,32.15624,VIOLATION,74.18624,8,10,BRIDGE,7/11/2015,PUNJAB,7/11/2015 12:52:39
9068," Popular Nursery Town, Gujranwala",Gujranwala,,Rape,COMPLETED,3563.0,District Gujranwala,32.155928,VIOLATION,74.185928,9,4,GYM/FITNESS FACILITY,12/7/2014,PUNJAB,12/7/2014 13:20:27
9069," Hardosohal Muslim Road, Ferozewala",Gujranwala,,Narcotics,ATTEMPTED,3564.0,District Gujranwala,32.1565455,VIOLATION,74.1865455,7,2,OTHER,1/27/2014,PUNJAB,1/27/2014 3:25:25
9070," Ahmed Pura, Gujranwala",Gujranwala,,Burglury,ATTEMPTED,3566.0,District Gujranwala,32.1534515,VIOLATION,74.1834515,5,11,AIRPORT,10/6/2015,PUNJAB,10/6/2015 9:56:53
9071," Begum Road, Lahore",Lahore ,,Corruption and Bribery,COMPLETED,3576.0,District Lahore,31.5039,VIOLATION,74.3039,10,9,BANK,8/24/2014,PUNJAB,8/24/2014 17:04:02
9072," Sadiq Colony, Gujranwala",Gujranwala,,Vandalism,ATTEMPTED,3577.0,District Gujranwala,32.157345,MISDEMEANOR,74.187345,1,3,PUBLIC TRANSPORT,10/17/2011,PUNJAB,10/17/2011 19:56:44
9073," Khawaja Fareed Road, Lahore",Lahore ,,Narcotics,COMPLETED,3578.0,District Lahore,31.59042,VIOLATION,74.39042,5,2,SCHOOL,9/3/2015,PUNJAB,9/3/2015 21:54:54
9074," Aakhri Bus Stop, Alamgir Road, Lahore",Lahore ,,Burglury,COMPLETED,3579.0,District Lahore,31.5561,VIOLATION,74.3561,1,8,BRIDGE,8/4/2015,PUNJAB,8/4/2015 8:04:10
9075," Pasrur Road, Gujranwala",Gujranwala,,Assault,COMPLETED,3581.0,District Gujranwala,32.156877,Invalid character class first,74.186877,1,10,BANK,9/30/2014,PUNJAB,9/30/2014 7:04:57
9076," Canal Colony, Lahore",Lahore ,,Kidnapping,ATTEMPTED,3582.0,District Lahore,31.56792,VIOLATION,74.36792,8,3,RELIGIOUS PLACE,12/28/2015,PUNJAB,12/28/2015 11:56:27
9077," Lane 14, Rawalpindi",Islamabad,,Theft,ATTEMPTED,3583.0,District Islamabad,33.7156,MISDEMEANOR,72.2456,5,8,RESTAURANT/DINER,3/17/2012,PUNJAB,3/17/2012 9:29:51
9078," Bahria Road, Islamabad",Islamabad,,Burglary,COMPLETED,3584.0,District Islamabad,33.6136,FELONY,72.1436,6,5,RAILWAY STATION,11/26/2015,PUNJAB,11/26/2015 2:26:38
9079," Imam Barra Road, Rawalpindi",Islamabad,,Robbery,COMPLETED,3588.0,District Islamabad,33.7072,VIOLATION,72.2372,2,6,HOTEL/MOTEL,3/5/2014,PUNJAB,3/5/2014 2:49:23
9080," G-14/4, Islamabad",Islamabad,,Car stolen,COMPLETED,3591.0,District Islamabad,33.6046,VIOLATION,72.1346,5,10,RESIDENCE,1/1/2015,PUNJAB,1/1/2015 22:37:04
9081," Girja Chowk, Lahore",Lahore ,,Car stolen,ATTEMPTED,3593.0,District Lahore,31.54164,VIOLATION,74.34164,4,9,HOTEL/MOTEL,3/12/2014,PUNJAB,3/12/2014 3:24:06
9082," 60 Main Road, Gujranwala",Gujranwala,,Car stolen,ATTEMPTED,3595.0,District Gujranwala,32.1545955,MISDMEANOR,74.1845955,7,11,BRIDGE,2/13/2012,PUNJAB,2/13/2012 14:26:22
9083," Jalil Town, Gujranwala",Gujranwala,,Robbery,COMPLETED,3597.0,District Gujranwala,32.1546345,MISDEMEANOR,74.1846345,3,8,HOTEL/MOTEL,3/28/2014,PUNJAB,3/28/2014 10:37:57
9084," Masood Anwari Road, Lahore",Lahore ,,Robbery,ATTEMPTED,3600.0,District Lahore,31.50828,MISDMEANOR,74.30828,10,12,BUS STOP,8/27/2012,PUNJAB,8/27/2012 14:05:44
9085," Landa Bazar, Lahore",Lahore ,,Narcotics,COMPLETED,3601.0,District Lahore,31.55796,VIOLATION,74.35796,5,1,SCHOOL,12/23/2013,PUNJAB,12/23/2013 7:01:35
9086," Street 43, Islamabad",Islamabad,,Mugging,ATTEMPTED,3602.0,District Islamabad,33.644,FELONY,72.174,10,4,OTHER,12/15/2011,PUNJAB,12/15/2011 9:55:13
9087," Faisal Road, Gujranwala",Gujranwala,,Theft,COMPLETED,3603.0,District Gujranwala,32.156838,MISDMEANOR,74.186838,1,3,OTHER,12/16/2014,PUNJAB,12/16/2014 18:08:07
9088," Shahabuddin Rd, Islamabad",Islamabad,,Kidnapping,COMPLETED,3606.0,District Islamabad,33.6086,FELONY,72.1386,9,3,RESIDENCE,2/7/2015,PUNJAB,2/7/2015 15:02:37
9089," Khayaban Sir Syed Road, Rawalpindi",Islamabad,,Robbery,ATTEMPTED,3607.0,District Islamabad,33.507,MISDEMEANOR,72.037,4,4,PARKING LOT/GARAGE,5/28/2014,PUNJAB,5/28/2014 11:29:12
9090," Highway Staff Colony, Gujranwala",Gujranwala,,Assault,COMPLETED,3610.0,District Gujranwala,32.155941,Invalid character class first,74.185941,6,5,AIRPORT,9/15/2012,PUNJAB,9/15/2012 15:29:24
9091," Al Hamd Road, Lahore",Lahore ,,Burglury,COMPLETED,3612.0,District Lahore,31.51884,VIOLATION,74.31884,4,2,PARKING LOT/GARAGE,6/3/2011,PUNJAB,6/3/2011 22:55:35
9092," Grand Trunk Road, Ferozewala",Gujranwala,,Assault,COMPLETED,3613.0,District Gujranwala,32.1541405,Invalid character class first,74.1841405,9,9,HIGHWAY,2/8/2011,PUNJAB,2/8/2011 18:39:46
9093," Murree Road, Rawalpindi",Islamabad,,Theft,COMPLETED,3618.0,District Islamabad,33.5462,VIOLATION,72.0762,10,11,CONSTRUCTION SITE,6/4/2011,PUNJAB,6/4/2011 11:16:04
9094," Sardar Town, Gujranwala",Gujranwala,,Theft,COMPLETED,3619.0,District Gujranwala,32.1502145,MISDMEANOR,74.1802145,5,8,CONSTRUCTION SITE,5/8/2015,PUNJAB,5/8/2015 15:42:47
9095," Peer Latif Road, Lahore",Lahore ,,Theft,ATTEMPTED,3623.0,District Lahore,31.50708,FELONY,74.30708,3,12,PARKING LOT/GARAGE,7/26/2011,PUNJAB,7/26/2011 8:25:49
9096," Sector Y, Gujranwala",Gujranwala,,Mugging,ATTEMPTED,3624.0,District Gujranwala,32.1534125,MISDEMEANOR,74.1834125,10,3,CONSTRUCTION SITE,5/26/2013,PUNJAB,5/26/2013 13:02:15
9097," Chakri Rd - Dhamial Rd Link, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,3628.0,District Islamabad,33.5606,FELONY,72.0906,9,6,BRIDGE,8/19/2011,PUNJAB,8/19/2011 22:06:30
9098," Muslim Street, Lahore",Lahore ,,Robbery,ATTEMPTED,3632.0,District Lahore,31.55688,VIOLATION,74.35688,8,1,MALL,8/20/2013,PUNJAB,8/20/2013 2:13:16
9099," Dheri Hasanabad, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,3635.0,District Islamabad,33.6232,VIOLATION,72.1532,7,11,HOSPITAL/CLINIC,3/14/2014,PUNJAB,3/14/2014 19:44:03
9100," Izmir Town, Lahore",Lahore ,,Mugging,ATTEMPTED,3638.0,District Lahore,31.587,VIOLATION,74.387,4,9,CONSTRUCTION SITE,4/13/2015,PUNJAB,4/13/2015 18:36:02
9101," Mubarak Shah Road, Gujranwala",Gujranwala,,Narcotics,ATTEMPTED,3642.0,District Gujranwala,32.1577025,FELONY,74.1877025,3,6,PUBLIC TRANSPORT,6/22/2014,PUNJAB,6/22/2014 13:22:03
9102," LDA Avenue ONE Road, Lahore",Lahore ,,Narcotics,COMPLETED,3643.0,District Lahore,31.58508,MISDMEANOR,74.38508,1,3,HOTEL/MOTEL,1/22/2011,PUNJAB,1/22/2011 20:13:19
9103," Gujna Bazar, Gujranwala",Gujranwala,,Mugging,ATTEMPTED,3650.0,District Gujranwala,32.159711,MISDEMEANOR,74.189711,4,7,RESIDENCE,5/28/2012,PUNJAB,5/28/2012 17:15:02
9104," XXI-11BS-21 Hafizabad Road, Gujranwala",Gujranwala,,Vandalism,ATTEMPTED,3653.0,District Gujranwala,32.1590155,MISDEMEANOR,74.1890155,2,7,PUBLIC TRANSPORT,8/16/2015,PUNJAB,8/16/2015 11:28:30
9105," D Block, Rawalpindi",Islamabad,,Narcotics,ATTEMPTED,3657.0,District Islamabad,33.5496,FELONY,72.0796,8,2,MALL,9/25/2011,PUNJAB,9/25/2011 6:48:58
9106," Street 17, Islamabad",Islamabad,,Kidnapping,ATTEMPTED,3658.0,District Islamabad,33.544,FELONY,72.074,8,10,MALL,3/17/2015,PUNJAB,3/17/2015 13:12:35
9107," Zameer Hussain Road, Gujranwala",Gujranwala,,Robbery,ATTEMPTED,3662.0,District Gujranwala,32.1563245,MISDEMEANOR,74.1863245,6,11,RESTAURANT/DINER,5/30/2015,PUNJAB,5/30/2015 5:44:16
9108," Ghordor Road, Gujranwala",Gujranwala,,Corruption and Bribery,COMPLETED,3669.0,District Gujranwala,32.1526195,MISDMEANOR,74.1826195,8,7,BRIDGE,3/5/2015,PUNJAB,3/5/2015 8:33:08
9109," Khayaban-e-Sir Syed, Rawalpindi",Islamabad,,Robbery,COMPLETED,3670.0,District Islamabad,33.6688,VIOLATION,72.1988,8,5,PARK/PLAYGROUND,6/13/2011,PUNJAB,6/13/2011 22:05:28
9110," Khayaban-e-Firdousi, Lahore",Lahore ,,Narcotics,COMPLETED,3672.0,District Lahore,31.52868,VIOLATION,74.32868,2,3,PARK/PLAYGROUND,7/25/2015,PUNJAB,7/25/2015 15:24:21
9111," Main Bazar Ali Park, Ferozewala",Gujranwala,,Mugging,ATTEMPTED,3674.0,District Gujranwala,32.1591975,FELONY,74.1891975,8,8,HIGHWAY,9/5/2011,PUNJAB,9/5/2011 15:19:57
9112," Pakturk Road, Islamabad",Islamabad,,Corruption and Bribery,COMPLETED,3677.0,District Islamabad,33.706,VIOLATION,72.236,1,4,PETROL PUMP,9/29/2012,PUNJAB,9/29/2012 5:29:21
