Country,EventId,City,Date,Time,fir_filled_against_report,fir_number,Postal_zipcode,Latitude,Longitude,Street_name,assaliants,ocassion,target,witnesses,Injured,casualties,description,weapon_use,shooting,crime_type,Hour,Year,Month,Day
Pakistan,ISB-3307,Lahore,7/19/2016,7:54 AM,Yes,49181,54700,NA,NA,"House No 14 Sumbal Road, Islamabad, Pakistan",3,Public Gathering,Foreigners,8,3,8,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Yes,Yes,Mugging,7,2016,7,Tues
Pakistan,ISB-8560,Lahore,11/29/2016,10:54 AM,No,NA,54880,NA,NA,"Street 49, Islamabad, Pakistan",4,Public Gathering,Foreigners,7,4,4,Phasellus in felis. Donec semper sapien a libero. Nam dui.,No,No,Snatching,10,2016,11,Tues
Pakistan,ISB-3043,Lahore,2/19/2013,8:51 AM,Yes,20978,54700,NA,NA,"Mir Chakar Khan Road, Islamabad, Pakistan",8,Public Gathering,Foreigners,5,8,2,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Yes,No,Assualt,8,2013,2,Tues
Pakistan,ISB-7909,Lahore,2/23/2012,9:21 AM,Yes,84099,54700,NA,NA,"Street 53, Islamabad, Pakistan",7,Public Gathering,Foreigners,9,1,3,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Yes,Yes,Attempted Murder,9,2012,2,Thurs
Pakistan,ISB-9113,Lahore,12/14/2013,2:29 AM,Yes,94339,54700,NA,NA,"Street 589, Islamabad, Pakistan",8,Public Gathering,Foreigners,4,10,3,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Yes,Yes,Attempted Murder,2,2013,12,Sat
Pakistan,ISB-1279,Lahore,7/2/2016,9:32 AM,Yes,61503,54700,NA,NA,"Park Road, Islamabad, Pakistan",9,Public Gathering,Foreigners,10,6,3,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Yes,Yes,Snatching,9,2016,7,Sat
Pakistan,ISB-9467,Lahore,4/23/2017,10:00 AM,Yes,71452,54700,NA,NA,"Pitras Bukhari Road, Islamabad, Pakistan",4,Public Gathering,Foreigners,9,1,7,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Yes,Yes,Attempted Murder,10,2017,4,Sun
Pakistan,ISB-5996,Lahore,4/9/2013,10:43 PM,No,NA,54000,NA,NA,"I-10, Islamabad, Pakistan",3,Public Gathering,Foreigners,7,9,1,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",No,No,Attempted Murder,22,2013,4,Tues
Pakistan,ISB-9897,Lahore,11/19/2016,3:29 AM,Yes,54095,54880,NA,NA,"Street 70, Islamabad, Pakistan",9,Public Gathering,Foreigners,2,4,9,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",No,Yes,Assualt,3,2016,11,Sat
Pakistan,ISB-3908,Lahore,7/6/2014,9:13 PM,Yes,75419,54700,NA,NA,"I-9/1, Islamabad, Pakistan",3,Public Gathering,Foreigners,5,7,9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Yes,Yes,Assualt,21,2014,7,Sun
Pakistan,ISB-4066,Lahore,10/22/2012,11:32 AM,Yes,21389,54700,NA,NA,"Golra, Islamabad, Pakistan",4,Public Gathering,Foreigners,1,7,10,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,Yes,Assualt,11,2012,10,Mon
Pakistan,ISB-1299,Lahore,11/11/2016,1:46 AM,Yes,93743,54700,NA,NA,"F-8, Islamabad, Pakistan",2,Public Gathering,Foreigners,4,3,2,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Yes,Yes,Assualt,1,2016,11,Fri
Pakistan,ISB-7815,Lahore,5/31/2015,3:03 AM,Yes,36669,54700,NA,NA,"Street 45, Islamabad, Pakistan",3,Public Gathering,Foreigners,4,1,1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Yes,Yes,Assualt,3,2015,5,Sun
Pakistan,ISB-7475,Lahore,4/29/2012,3:58 PM,Yes,54579,54880,NA,NA,"Street Number 7, Islamabad, Pakistan",1,Public Gathering,Foreigners,2,7,8,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Yes,Yes,Homocide,15,2012,4,Sun
Pakistan,ISB-3207,Lahore,12/5/2016,3:23 AM,Yes,85836,54000,NA,NA,"Street 9, Islamabad, Pakistan",10,Public Gathering,Foreigners,10,4,10,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yes,No,Snatching,3,2016,12,Mon
Pakistan,ISB-3009,Lahore,1/2/2017,2:34 PM,Yes,28311,54700,NA,NA,"Rohtas Road, Islamabad, Pakistan",1,Public Gathering,Foreigners,9,10,10,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yes,Yes,Attempted Murder,14,2017,1,Mon
Pakistan,ISB-5941,Lahore,1/24/2012,6:15 PM,Yes,95756,54700,NA,NA,"Gomal Road, Islamabad, Pakistan",1,Public Gathering,Foreigners,6,8,6,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Yes,Yes,Attempted Murder,18,2012,1,Tues
Pakistan,ISB-2223,Lahore,10/6/2015,1:56 AM,Yes,48726,54000,NA,NA,"Running Track, Islamabad, Pakistan",5,Public Gathering,Foreigners,8,1,1,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Yes,No,Snatching,1,2015,10,Tues
Pakistan,ISB-9897,Lahore,1/17/2015,1:19 AM,Yes,14234,54700,NA,NA,"G-10/1, Islamabad, Pakistan",6,Public Gathering,Foreigners,8,1,5,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Yes,Yes,Assualt,1,2015,1,Sat
Pakistan,ISB-2018,Lahore,7/19/2016,10:01 AM,Yes,906,54700,NA,NA,"Puli Stop, Rehman Baba Road, Islamabad, Pakistan",9,Public Gathering,Foreigners,4,9,10,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Yes,Yes,Snatching,10,2016,7,Tues
Pakistan,ISB-3783,Lahore,5/15/2015,6:48 PM,Yes,81036,54000,NA,NA,"I-9/2, Islamabad, Pakistan",9,Public Gathering,Foreigners,5,1,8,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",No,Yes,Hit and Run,18,2015,5,Fri
Pakistan,ISB-3612,Lahore,6/18/2012,8:58 AM,No,NA,54000,NA,NA,"Street 6, Islamabad, Pakistan",7,Public Gathering,Foreigners,9,8,2,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Yes,Yes,Assualt,8,2012,6,Mon
Pakistan,ISB-9592,Lahore,9/27/2012,11:05 AM,Yes,14423,54700,NA,NA,"Gali Number 26, Islamabad 54000, Pakistan",6,Public Gathering,Foreigners,5,8,7,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,No,Snatching,11,2012,9,Thurs
Pakistan,ISB-9565,Lahore,7/18/2013,12:26 PM,No,NA,54880,NA,NA,"Service Road East, H9 College, Islamabad, Pakistan",10,Public Gathering,Foreigners,2,1,3,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Yes,No,Assualt,12,2013,7,Thurs
Pakistan,ISB-9681,Lahore,3/7/2017,1:46 AM,No,NA,54700,NA,NA,"College Road, Islamabad, Pakistan",8,Public Gathering,Foreigners,4,4,8,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Yes,Yes,Snatching,1,2017,3,Tues
Pakistan,ISB-6390,Lahore,9/27/2014,2:50 PM,Yes,39491,54880,NA,NA,"Orchard Scheme, Islamabad, Pakistan",4,Public Gathering,Foreigners,3,4,4,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Yes,Yes,Attempted Murder,14,2014,9,Sat
Pakistan,ISB-4426,Lahore,11/9/2012,2:18 AM,No,NA,54700,NA,NA,"Street 11, Islamabad, Pakistan",9,Public Gathering,Foreigners,7,6,1,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Yes,No,Snatching,2,2012,11,Fri
Pakistan,ISB-9814,Lahore,2/4/2012,10:37 AM,Yes,84407,54700,NA,NA,"Block F, Islamabad, Pakistan",7,Public Gathering,Foreigners,3,2,7,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Yes,No,Assualt,10,2012,2,Sat
Pakistan,ISB-9851,Lahore,2/14/2012,3:08 PM,No,NA,54000,NA,NA,"Zhou En Ali Road, Islamabad, Pakistan",6,Public Gathering,Foreigners,1,4,6,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Yes,No,Assualt,15,2012,2,Tues
Pakistan,ISB-4135,Lahore,8/6/2014,2:51 AM,Yes,10459,54700,NA,NA,"Khalid Hospital Bus Stop, Islamabad, Pakistan",1,Public Gathering,Foreigners,5,9,4,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,No,Yes,Assualt,2,2014,8,Wed
Pakistan,ISB-1241,Lahore,8/18/2016,12:22 PM,Yes,16359,54700,NA,NA,"F-7/3, Islamabad, Pakistan",10,Public Gathering,Foreigners,3,3,9,In congue. Etiam justo. Etiam pretium iaculis justo.,Yes,Yes,Assualt,12,2016,8,Thurs
Pakistan,ISB-2650,Lahore,12/26/2012,9:13 AM,Yes,14588,54880,NA,NA,"63 St, Islamabad, Pakistan",5,Public Gathering,Foreigners,1,10,4,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Yes,Yes,Assualt,9,2012,12,Wed
Pakistan,ISB-9038,Lahore,10/19/2013,9:52 PM,Yes,14378,54000,NA,NA,"F-5/2, Islamabad, Pakistan",2,Public Gathering,Foreigners,4,7,10,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Yes,Yes,Assualt,21,2013,10,Sat
Pakistan,ISB-4695,Lahore,1/29/2015,4:42 AM,Yes,85879,54700,NA,NA,"St 66, Islamabad, Pakistan",2,Public Gathering,Foreigners,1,4,7,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Yes,Yes,Attempted Murder,4,2015,1,Thurs
Pakistan,ISB-3134,Lahore,8/3/2016,12:49 PM,Yes,12120,54880,NA,NA,"11 Street 41, Islamabad, Pakistan",2,Public Gathering,Foreigners,7,6,6,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",No,Yes,Assualt,12,2016,8,Wed
Pakistan,ISB-2666,Lahore,8/29/2012,1:14 PM,Yes,78943,54700,NA,NA,"Street 148, Islamabad, Pakistan",1,Public Gathering,Foreigners,4,2,10,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Yes,No,Mugging,13,2012,8,Wed
Pakistan,ISB-9226,Lahore,3/31/2016,12:29 PM,No,NA,54880,NA,NA,"Street 12, Islamabad, Pakistan",10,Public Gathering,Foreigners,4,10,9,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",No,No,Attempted Murder,12,2016,3,Thurs
Pakistan,ISB-7210,Lahore,3/3/2017,7:57 PM,Yes,1222,54880,NA,NA,"Shabbir Sharif Road, Islamabad, Pakistan",1,Public Gathering,Foreigners,3,9,10,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,No,Assualt,19,2017,3,Fri
Pakistan,ISB-2498,Lahore,11/11/2012,11:50 AM,Yes,93505,54700,NA,NA,"G-15/1, Islamabad, Pakistan",8,Public Gathering,Foreigners,9,7,6,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,No,Yes,Assualt,11,2012,11,Sun
Pakistan,ISB-3107,Lahore,7/1/2016,11:39 AM,Yes,58544,54700,NA,NA,"Ataturk Avenue, Islamabad, Pakistan",1,Public Gathering,Foreigners,7,8,5,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Yes,Yes,Attempted Murder,11,2016,7,Fri
Pakistan,ISB-1229,Lahore,12/3/2014,10:52 PM,Yes,51708,54000,NA,NA,"G 100, Islamabad, Pakistan",9,Public Gathering,Foreigners,1,9,8,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Yes,Yes,Assualt,22,2014,12,Wed
Pakistan,ISB-7558,Lahore,6/25/2012,5:17 PM,Yes,39246,54700,NA,NA,"G-9, Islamabad, Pakistan",4,Public Gathering,Foreigners,8,6,8,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Yes,Yes,Attempted Murder,17,2012,6,Mon
Pakistan,ISB-7977,Lahore,4/8/2016,9:33 AM,Yes,87457,54700,NA,NA,"Shaheed-e-Millat Road, Islamabad, Pakistan",4,Public Gathering,Foreigners,4,8,5,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,Yes,Assualt,9,2016,4,Fri
Pakistan,ISB-5945,Lahore,11/21/2013,1:43 PM,Yes,10546,54700,NA,NA,"Street 70-A, Islamabad, Pakistan",7,Public Gathering,Foreigners,3,8,9,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Yes,Yes,Assualt,13,2013,11,Thurs
Pakistan,ISB-4203,Lahore,10/18/2016,9:33 PM,Yes,12896,54000,NA,NA,"Gali Number 26, Islamabad 54000, Pakistan",2,Public Gathering,Foreigners,10,1,7,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Yes,Yes,Assualt,21,2016,10,Tues
Pakistan,ISB-3330,Lahore,1/29/2014,6:25 AM,No,NA,54880,NA,NA,"Street 132, Islamabad, Pakistan",4,Public Gathering,Foreigners,8,5,6,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Yes,Yes,Assualt,6,2014,1,Wed
Pakistan,ISB-8843,Lahore,5/24/2012,12:38 AM,Yes,42439,54000,NA,NA,"Khayaban-e-Iqbal, Islamabad, Pakistan",4,Public Gathering,Foreigners,7,5,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",No,Yes,Attempted Murder,0,2012,5,Thurs
Pakistan,ISB-3653,Lahore,6/6/2014,5:51 AM,No,NA,54880,NA,NA,"Innovation Drive, Islamabad, Pakistan",2,Public Gathering,Foreigners,10,5,1,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,No,Attempted Murder,5,2014,6,Fri
Pakistan,ISB-6492,Lahore,7/5/2012,2:15 AM,Yes,43082,54700,NA,NA,"Garden Ave, Shakar Parian National Park, Islamabad, Pakistan",1,Public Gathering,Foreigners,8,9,3,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Yes,Yes,Assualt,2,2012,7,Thurs
Pakistan,ISB-9136,Lahore,5/19/2014,11:56 AM,Yes,88455,54000,NA,NA,"Street 17, Islamabad, Pakistan",10,Public Gathering,Foreigners,7,7,2,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",No,No,Assualt,11,2014,5,Mon
Pakistan,ISB-2054,Lahore,1/21/2017,11:07 PM,No,NA,54700,NA,NA,"F-11/1, Islamabad, Pakistan",8,Public Gathering,Foreigners,3,7,7,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,No,Hit and Run,23,2017,1,Sat
Pakistan,ISB-9004,Lahore,12/9/2015,5:37 AM,Yes,16982,54700,NA,NA,"I & T Centre, Islamabad 54000, Pakistan",10,Public Gathering,Foreigners,7,10,4,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yes,No,Attempted Murder,5,2015,12,Wed
Pakistan,ISB-9261,Lahore,10/16/2013,11:15 PM,Yes,51097,54700,NA,NA,"464 G 14, Islamabad, Pakistan",10,Public Gathering,Foreigners,4,6,9,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,No,Snatching,23,2013,10,Wed
Pakistan,ISB-5788,Lahore,4/23/2012,12:48 AM,Yes,60229,54700,NA,NA,"Street Number 7, Islamabad, Pakistan",4,Public Gathering,Foreigners,4,2,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Yes,No,Assualt,0,2012,4,Mon
Pakistan,ISB-8763,Lahore,6/5/2016,9:54 AM,Yes,1506,54880,NA,NA,"200-A Street 50, Islamabad 54000, Pakistan",2,Public Gathering,Foreigners,10,3,7,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Yes,Yes,Assualt,9,2016,6,Sun
Pakistan,ISB-9652,Lahore,10/13/2012,12:55 PM,Yes,58732,54880,NA,NA,"Saidpur Village Road, Islamabad, Pakistan",4,Public Gathering,Foreigners,4,1,3,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Yes,Yes,Homocide,12,2012,10,Sat
Pakistan,ISB-3111,Lahore,8/19/2013,5:15 PM,No,NA,54880,NA,NA,"I-8/3, Islamabad, Pakistan",6,Public Gathering,Foreigners,3,7,2,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Yes,Yes,Attempted Murder,17,2013,8,Mon
Pakistan,ISB-6306,Lahore,10/2/2013,1:25 AM,No,NA,54000,NA,NA,"Polyclinic Bus Stop, A.K.M. Fazl-ul-Haq Road, Islamabad, Pakistan",2,Public Gathering,Foreigners,3,3,7,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,Yes,Assualt,1,2013,10,Wed
Pakistan,ISB-1761,Lahore,10/5/2012,11:55 AM,Yes,66456,54880,NA,NA,"School Road, Islamabad 54000, Pakistan",8,Public Gathering,Foreigners,9,10,6,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Yes,Yes,Assualt,11,2012,10,Fri
Pakistan,ISB-6061,Lahore,3/29/2014,2:32 AM,Yes,58899,54700,NA,NA,"LaLa G Road, Islamabad, Pakistan",4,Public Gathering,Foreigners,1,9,10,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Yes,Yes,Assualt,2,2014,3,Sat
Pakistan,ISB-7204,Lahore,9/21/2013,3:27 PM,No,NA,54880,NA,NA,"Street 141, Islamabad, Pakistan",2,Public Gathering,Foreigners,3,6,6,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Yes,No,Snatching,15,2013,9,Sat
Pakistan,ISB-7934,Lahore,9/7/2014,9:15 AM,Yes,76223,54700,NA,NA,"Rawal Dam Colony Road, Islamabad, Pakistan",1,Public Gathering,Foreigners,7,10,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yes,Yes,Hit and Run,9,2014,9,Sun
Pakistan,ISB-3497,Lahore,1/25/2012,5:56 PM,No,NA,54000,NA,NA,"Ashfaq Ahmed Road, Islamabad, Pakistan",8,Public Gathering,Foreigners,1,9,6,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Yes,No,Assualt,17,2012,1,Wed
Pakistan,ISB-1408,Lahore,8/19/2013,5:03 AM,No,NA,54700,NA,NA,"G-11/1, Islamabad, Pakistan",4,Public Gathering,Foreigners,9,1,6,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Yes,No,Vandalism,5,2013,8,Mon
Pakistan,ISB-3579,Lahore,7/10/2013,12:48 AM,Yes,86015,54700,NA,NA,"Street No 102, Islamabad, Pakistan",4,Public Gathering,Foreigners,4,7,1,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Yes,No,Hit and Run,0,2013,7,Wed
Pakistan,ISB-6055,Lahore,11/1/2014,3:39 PM,No,NA,54880,NA,NA,"G 65, Islamabad, Pakistan",10,Public Gathering,Foreigners,4,7,8,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Yes,Yes,Attempted Murder,15,2014,11,Sat
Pakistan,ISB-1222,Lahore,7/17/2013,11:35 PM,No,NA,54000,NA,NA,"Service Road East, Islamabad, Pakistan",6,Public Gathering,Foreigners,5,7,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yes,No,Assualt,23,2013,7,Wed
Pakistan,ISB-8414,Lahore,8/31/2016,2:27 PM,Yes,76883,54000,NA,NA,"Shaheed-e-Millat Road, Islamabad, Pakistan",10,Public Gathering,Foreigners,2,3,6,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yes,Yes,Snatching,14,2016,8,Wed
Pakistan,ISB-9328,Lahore,9/16/2013,7:34 PM,Yes,68757,54000,NA,NA,"Street 148, Islamabad, Pakistan",1,Public Gathering,Foreigners,7,7,8,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Yes,Yes,Attempted Murder,19,2013,9,Mon
Pakistan,ISB-9609,Lahore,7/17/2013,3:16 AM,No,NA,54700,NA,NA,"Rawal Dam road, Islamabad, Pakistan",3,Public Gathering,Foreigners,5,4,5,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Yes,No,Attempted Murder,3,2013,7,Wed
Pakistan,ISB-7751,Lahore,5/14/2014,7:34 AM,Yes,60441,54000,NA,NA,"Khayaban-e-Iqbal, Islamabad, Pakistan",5,Public Gathering,Foreigners,10,4,10,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Yes,Yes,Hit and Run,7,2014,5,Wed
Pakistan,ISB-2185,Lahore,2/2/2013,1:41 PM,Yes,79373,54700,NA,NA,"Golra, Islamabad, Pakistan",1,Public Gathering,Foreigners,6,3,7,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Yes,Yes,Assualt,13,2013,2,Sat
Pakistan,ISB-2480,Lahore,8/10/2012,12:08 PM,Yes,49927,54700,NA,NA,"Street 786, Islamabad, Pakistan",5,Public Gathering,Foreigners,10,4,6,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Yes,Yes,Assualt,12,2012,8,Fri
Pakistan,ISB-6736,Lahore,11/2/2015,12:17 PM,Yes,46154,54700,NA,NA,"H-11/4, Islamabad, Pakistan",5,Public Gathering,Foreigners,6,9,2,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Yes,No,Attempted Murder,12,2015,11,Mon
Pakistan,ISB-7226,Lahore,12/9/2012,1:00 AM,Yes,25498,54880,NA,NA,"Shaheed-e-Millat Road, Islamabad, Pakistan",6,Public Gathering,Foreigners,4,9,5,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Yes,Yes,Attempted Murder,1,2012,12,Sun
Pakistan,ISB-5658,Lahore,8/27/2015,9:07 PM,Yes,57339,54000,NA,NA,"Chinar Road, Islamabad, Pakistan",5,Public Gathering,Foreigners,2,10,1,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Yes,Yes,Snatching,21,2015,8,Thurs
Pakistan,ISB-3873,Lahore,12/27/2013,12:52 AM,No,NA,54880,NA,NA,"G 79 A, Islamabad, Pakistan",3,Public Gathering,Foreigners,10,1,10,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",No,Yes,Attempted Murder,0,2013,12,Fri
Pakistan,ISB-3736,Lahore,4/8/2015,2:56 PM,No,NA,54880,NA,NA,"Secretariat Road, Islamabad, Pakistan",3,Public Gathering,Foreigners,1,10,3,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Yes,Yes,Assualt,14,2015,4,Wed
